LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,BAD
-0.863773760258347,-0.18923832835370513,-0.4077587149000365,1.5362658479122655,-1.7226249800431077,-1.0686220650260558,-0.2847283281052335,1.5710822926436672,-0.5756088806528787,-0.6402718091872648,0.1885326880977607,-0.9616190402149558,0
2.2881491862477747,-1.495645937422519,-0.6347103823551139,1.5362658479122655,-0.8322752884609356,-1.0686220650260558,-0.2847283281052335,-0.37082836745354736,1.5396620027745072,-0.6402718091872648,-0.21398555072463873,-2.183766040327145,0
-0.4368562430082382,0.08915014940029178,-0.09487797882586776,-0.6509290051321306,-1.7226249800431077,1.4069057627467543,-0.2847283281052335,-0.37082836745354736,0.5998129968164534,5.241839917604408,0.2891622478033606,-0.06403407107821074,0
-1.5086917118489367,-0.6005741228716936,-0.8081822110227632,1.5362658479122655,0.05807440312123649,-0.6777492501145594,-0.2847283281052335,-0.37082836745354736,-1.109972107301334,0.5361505361710699,0.3897918075089604,0.7933935240175947,1
-0.7911069488115199,-0.5464112487270519,0.24136620272709866,-0.6509290051321306,0.9484240947034086,-0.5474583118107273,-0.2847283281052335,-0.37082836745354736,0.3627249551275037,-0.6402718091872648,-1.1196515880750375,-1.0906415483518428,0
0.35339533147600555,0.08612965958740937,0.2401734742792321,-0.6509290051321306,-1.7226249800431077,0.10399637970843316,-0.2847283281052335,0.6001269625950599,1.3557610968471878,-0.05206063650809748,0.69168048662576,-0.4052348593064145,0
0.8802297144655014,-0.05233233933495093,0.01704555390702106,-0.6509290051321306,0.9484240947034086,0.49486919461992945,-0.2847283281052335,-0.37082836745354736,1.1712434892326007,-0.05206063650809748,1.0941987254481593,0.7420484317890054,0
-0.9727739774285875,-0.6692216186190215,-1.1217119316935653,1.5362658479122655,0.05807440312123649,-1.0686220650260558,-0.2847283281052335,-0.37082836745354736,1.2469845364851293,-0.6402718091872648,-0.9183924686638377,-0.5526192952338111,0
-0.6639400287795727,0.17518834407027603,-0.013053299277375934,-0.6509290051321306,0.9484240947034086,-0.5474583118107273,-0.2847283281052335,-0.37082836745354736,-0.7436934536547922,-0.6402718091872648,0.49042136721456026,0.09593567576621816,0
0.5804791172473399,0.24607832467868326,0.47794739838627504,-0.6509290051321306,-1.7226249800431077,-0.8080401884183915,-0.2847283281052335,0.6001269625950599,-2.0091263705919356,-0.6402718091872648,1.9998647627985582,0.7933935240175947,1
0.099061491412111,0.4987011090288498,0.21549451948293458,-0.6509290051321306,0.9484240947034086,-0.28687643520306316,-0.2847283281052335,-0.37082836745354736,-0.5208975049389974,1.1243617088502371,-0.012726431313439014,-1.747589406049147,0
-0.5821898659018923,-0.011990494334104589,-0.33880848653881007,-0.6509290051321306,0.05807440312123649,-1.0686220650260558,-0.2847283281052335,-0.37082836745354736,0.4734386227257735,1.1243617088502371,0.49042136721456026,-0.4463480886683916,0
0.4078954400611258,-0.649496904840956,-0.6517944633583789,-0.6509290051321306,-0.8322752884609356,-0.41716737350689526,-0.2847283281052335,-0.37082836745354736,0.03704701432559013,-0.05206063650809748,0.49042136721456026,0.2067929829050955,0
1.2435637716996364,-0.672036165944662,-0.4009005263248039,-0.6509290051321306,0.05807440312123649,-0.026294558595398948,-0.2847283281052335,-0.37082836745354736,-0.684499303666493,-0.6402718091872648,0.1885326880977607,-0.24951696866312156,0
2.197315671939241,0.6789923153599152,1.015657446883288,-0.6509290051321306,0.05807440312123649,0.7554510712275937,-0.2847283281052335,0.6001269625950599,0.4892177805168235,1.7125728815294046,0.8929396060369597,1.068061833088691,0
-0.5458564601784788,0.10882909818119245,-0.11997789660376526,-0.6509290051321306,0.05807440312123649,0.36457825631609736,-0.2847283281052335,-0.37082836745354736,-0.17810839329972455,2.300784054208572,-0.012726431313439014,0.6919506821864861,0
-0.45502294586994496,-0.7150552632796541,-0.7806266758521992,-0.6509290051321306,0.05807440312123649,-0.28687643520306316,-0.2847283281052335,-0.37082836745354736,-0.8146348377511541,0.5361505361710699,-0.6165037895470381,0.5993271544667287,0
-0.35510608013055783,0.14459444346555025,0.004276343465155669,1.5362658479122655,0.9484240947034086,-0.28687643520306316,-0.2847283281052335,-0.37082836745354736,-0.6983579335523294,-0.6402718091872648,0.49042136721456026,-1.0618298047374437,0
-0.9636906259977341,0.10168975862347035,-0.07996887322753592,-0.6509290051321306,0.9484240947034086,-0.9383311267222237,-0.2847283281052335,-0.37082836745354736,-0.0028045442684467526,-0.6402718091872648,-0.5158742298414383,-0.8082977474268975,0
-1.081774194598828,-0.2861457098503496,-0.5762140680369531,-0.6509290051321306,0.9484240947034086,0.10399637970843316,-0.2847283281052335,2.5420376226922743,-0.07376096393714131,-0.05206063650809748,0.9935691657425596,-1.2697297745368492,0
0.46239554864624605,1.6733284087613767,1.400593013307983,-0.6509290051321306,0.9484240947034086,-0.41716737350689526,-0.2847283281052335,-0.37082836745354736,-0.047224951185176174,2.300784054208572,2.2011238822097576,0.7891916919433444,0
-0.6639400287795727,-0.37211525702458653,-0.6510577781405789,-0.6509290051321306,-1.7226249800431077,-0.5474583118107273,-0.2847283281052335,-0.37082836745354736,0.13164542382160385,-0.05206063650809748,-0.5158742298414383,-0.7159044354044105,0
-0.34602272869970446,-1.2539152223975953,-1.0927882668328015,-0.6509290051321306,-0.8322752884609356,-0.15658549689923104,-0.2847283281052335,-0.37082836745354736,-1.0514891106717301,-0.6402718091872648,-0.5158742298414383,-1.8047022796030487,0
-0.2642725658220241,-0.40657629988974514,-0.5646375860429542,-0.6509290051321306,0.05807440312123649,-0.41716737350689526,-0.2847283281052335,-0.37082836745354736,-1.138049764880944,2.300784054208572,-0.41524467013583843,0.7933935240175947,1
-0.08260553720495654,-0.6692216186190215,-0.7942202721330313,-0.6509290051321306,-0.8322752884609356,-0.9383311267222237,-0.2847283281052335,-0.37082836745354736,-1.120431040877852,0.5361505361710699,-1.3209107074862372,0.7761081639987816,0
-0.6911900830721328,0.3149088804146707,-0.4885485271187618,1.5362658479122655,-1.7226249800431077,-0.15658549689923104,-0.2847283281052335,1.5710822926436672,0.20505140767355504,-0.6402718091872648,0.1885326880977607,0.9276851451302633,1
-0.9001071659817604,-0.5665020824824366,-0.6578107259704116,-0.6509290051321306,-1.7226249800431077,-0.5474583118107273,-0.2847283281052335,-0.37082836745354736,0.19473787113064628,-0.05206063650809748,-0.012726431313439014,-0.6296193467263188,0
-0.8001903002423733,-0.030365140695806012,-0.014193407352542486,-0.6509290051321306,0.05807440312123649,1.0160329478352579,-0.2847283281052335,-0.37082836745354736,-0.5792499655419321,1.1243617088502371,-0.6165037895470381,-0.8699731664104179,0
-0.6094399201944524,2.9751366356151197,2.2138934937591017,1.5362658479122655,0.9484240947034086,0.23428731801226527,-0.2847283281052335,-0.37082836745354736,0.7097696793870234,-0.6402718091872648,0.08790312839216084,-0.01566215096094992,0
2.751400109221297,-0.6861546675700291,0.029727063727719796,1.5362658479122655,2.7291234778677524,-0.026294558595398948,-0.2847283281052335,-0.37082836745354736,0.1471013342735115,1.1243617088502371,1.396087404564959,0.900320595603909,0
0.21714506001320488,-0.6692216186190215,-0.5977007202227842,-0.6509290051321306,-0.8322752884609356,-0.15658549689923104,-0.2847283281052335,-0.37082836745354736,-1.3479835299349918,0.5361505361710699,-0.3146151104302386,0.7933935240175947,1
-0.05535548291239641,0.383373316173339,0.5301292679804365,-0.6509290051321306,-1.7226249800431077,0.7554510712275937,-0.2847283281052335,-0.37082836745354736,-0.0028045442684467526,0.5361505361710699,0.49042136721456026,-0.9616190402149558,0
0.4987289543696596,-0.3250459574405021,-0.15777686432659482,-0.6509290051321306,0.05807440312123649,-0.15658549689923104,-0.2847283281052335,-0.37082836745354736,0.5951022099674251,-0.6402718091872648,-0.21398555072463873,0.24530604886641302,0
-0.9001071659817604,0.5151536255096261,0.3224366569335572,1.5362658479122655,-0.8322752884609356,2.0583604542659146,-0.2847283281052335,-0.37082836745354736,-0.4939302993260795,-0.05206063650809748,-0.9183924686638377,0.5939824177943271,0
-0.16435570008263692,-0.09603791162741633,-0.1990312365233907,1.5362658479122655,0.05807440312123649,-1.0686220650260558,-0.2847283281052335,-0.37082836745354736,1.2619533643759178,-0.6402718091872648,-0.11335599101903887,-0.6356248509310033,0
-0.4186895401465315,0.48824380717667354,0.2333328258282328,-0.6509290051321306,0.05807440312123649,0.23428731801226527,-0.2847283281052335,-0.37082836745354736,-0.12261931597286993,-0.6402718091872648,0.5910509269201601,0.027960100480526634,0
-0.009938725758129527,-0.3220025851290372,-0.16319676271469427,1.5362658479122655,0.9484240947034086,-0.5474583118107273,-0.2847283281052335,-0.37082836745354736,-0.5937294771166374,-0.6402718091872648,-0.8177629089582379,-0.6152740283132088,0
-0.3278560258379977,-1.093165669855936,-0.4749198505894631,1.5362658479122655,0.05807440312123649,-1.0686220650260558,-0.2847283281052335,-0.37082836745354736,0.7692524087521747,-0.05206063650809748,2.905530800148957,-0.9616190402149558,0
1.2708138259921966,3.7062782303213266,-1.0961384305613677,-0.6509290051321306,-1.7226249800431077,-0.5474583118107273,-0.2847283281052335,0.6001269625950599,0.5487700194009569,0.5361505361710699,2.804901240443357,0.777670837688421,0
-0.5549398116093321,-1.028797201343525,-1.1414094912075965,-0.6509290051321306,0.05807440312123649,-0.8080401884183915,-0.2847283281052335,-0.37082836745354736,-0.0028045442684467526,-0.6402718091872648,-0.5158742298414383,0.5581635449171761,0
-0.9546072745668807,0.31065273567833634,0.39952550293904954,1.5362658479122655,-0.8322752884609356,2.9703970223927394,-0.2847283281052335,-0.37082836745354736,1.9057600783033095,0.5361505361710699,1.6979760836817586,0.2832636088290968,0
